region,indicator
Asia,0.2857142857142857
Asia,1.0
Asia,0.25
Asia,0.14285714285714285
Asia,1.0
Asia,1.0
Asia,0.6666666666666666
Asia,0.16666666666666666
Asia,0.09090909090909091
Asia,0.25
Asia,0.3333333333333333
Asia,0.5
Asia,2.0
Asia,1.0
Asia,1.0
Asia,1.0
Asia,1.0
Asia,0.5
Asia,0.5
Asia,1.0
Asia,1.0
Asia,0.5
Asia,0.16666666666666666
Asia,1.0
Asia,4.0
Asia,0.5
Asia,2.0
Asia,0.5
Asia,2.0
Asia,0.75
Asia,1.0
Asia,0.06896551724137931
Asia,0.2222222222222222
Africa,1.0
Africa,0.5
Asia,0.030303030303030304
Africa,0.1111111111111111
Asia,0.5
Africa,0.2
Asia,0.045454545454545456
Asia,0.2222222222222222
Asia,1.0
Asia,0.3333333333333333
Asia,0.2
Asia,0.3333333333333333
Africa,0.2
Asia,0.5
Asia,1.0
Asia,0.2
Asia,0.2
Asia,0.3333333333333333
Asia,0.037037037037037035
Africa,0.14285714285714285
Asia,0.5
Africa,0.02
Asia,0.16666666666666666
Africa,0.14285714285714285
Asia,1.0
Asia,0.06666666666666667
Africa,0.22
Asia,0.037037037037037035
Asia,0.3333333333333333
Asia,1.5
Asia,1.0
Asia,0.5
Asia,0.16666666666666666
Asia,0.5
Asia,0.25
Asia,1.0
Africa,0.025
Africa,0.2
Asia,0.3333333333333333
Asia,0.1111111111111111
Asia,0.4
Asia,0.5
Asia,0.5
Africa,0.08333333333333333
Asia,1.0
Asia,0.5
Asia,0.25
Asia,2.0
Asia,0.3333333333333333
Africa,0.05555555555555555
Asia,1.0
Asia,4.0
Africa,0.5
Africa,0.16666666666666666
Middle East,0.16666666666666666
Middle East,2.0
Middle East,0.6666666666666666
Middle East,0.3333333333333333
Asia,2.0
Africa,0.5
Africa,1.0
Middle East,1.0
Middle East,0.1
Africa,1.5
Africa,0.6666666666666666
Africa,0.5
Africa,0.16666666666666666
Asia,0.125
Asia,0.5
Africa,0.1111111111111111
Africa,0.2222222222222222
Asia,0.8888888888888888
Middle East,0.25
Middle East,1.0
Middle East,0.16666666666666666
Africa,0.5
Middle East,0.03571428571428571
Africa,1.0
Middle East,0.3333333333333333
Middle East,1.0
Middle East,0.07142857142857142
Middle East,0.25
Middle East,0.3333333333333333
Africa,0.6666666666666666
Africa,1.0
Africa,0.6666666666666666
Africa,0.2
Africa,0.4
Asia,1.0
Africa,0.06451612903225806
Africa,0.05
Africa,0.2
Asia,0.25
Asia,0.07142857142857142
Asia,0.5
Africa,0.045454545454545456
Africa,0.0625
Asia,0.5
Middle East,0.08333333333333333
Asia,1.0
Africa,1.0
Middle East,0.3333333333333333
Middle East,1.0
Middle East,0.08695652173913043
Asia,1.0
Asia,0.4
Africa,0.6666666666666666
Middle East,0.16666666666666666
Asia,0.3125
Africa,1.0
Asia,0.3333333333333333
Middle East,0.03333333333333333
Middle East,0.2
Asia,2.0
Africa,0.09090909090909091
Africa,0.08333333333333333
Africa,0.25
Middle East,0.037037037037037035
Africa,0.13333333333333333
Africa,0.5714285714285714
Asia,0.2727272727272727
Africa,0.07142857142857142
Africa,0.5714285714285714
Africa,0.5714285714285714
Africa,0.5714285714285714
Middle East,0.25
Africa,0.2222222222222222
Middle East,0.25
Africa,0.05
Africa,0.05
Middle East,0.2
Middle East,0.16666666666666666
Asia,2.0
Africa,0.1111111111111111
Africa,0.5
Middle East,1.0
Middle East,0.5
Middle East,0.5
Middle East,0.5
Middle East,0.5
Africa,0.14285714285714285
Africa,0.06666666666666667
Africa,0.04918032786885246
Africa,0.12
Africa,0.05128205128205128
Africa,0.5
Africa,0.01818181818181818
Africa,0.05263157894736842
Africa,0.2857142857142857
Africa,1.0
Middle East,0.25
Middle East,0.5
Middle East,0.08333333333333333
Middle East,0.125
Middle East,0.5
Middle East,0.5
Middle East,1.0
Middle East,0.05263157894736842
Middle East,0.5
Middle East,0.3333333333333333
Middle East,2.0
Middle East,0.6666666666666666
Middle East,0.3333333333333333
Middle East,0.08333333333333333
Africa,0.16666666666666666
Africa,0.6666666666666666
Africa,0.1
Africa,0.05
Africa,0.047619047619047616
Asia,0.3333333333333333
Asia,0.2
Asia,0.5
Asia,0.5
Asia,0.25
Asia,0.5
Asia,0.5
Asia,0.13333333333333333
Asia,0.05
Asia,0.16666666666666666
Asia,0.3333333333333333
Asia,0.06666666666666667
Asia,0.02
Asia,1.0
Asia,0.4
Africa,0.4
Africa,1.0
Africa,0.3333333333333333
Africa,0.11764705882352941
Africa,0.15384615384615385
Africa,0.4
Africa,0.075
Africa,1.0
Africa,0.05
Africa,0.23076923076923078
Africa,0.2222222222222222
Africa,0.08695652173913043
Africa,0.2857142857142857
Africa,1.0
Africa,0.3
Asia,1.0
Asia,1.0
Africa,0.1
Africa,0.07142857142857142
Africa,0.045454545454545456
Africa,0.2222222222222222
Africa,2.0
Africa,0.6666666666666666
Africa,0.3333333333333333
Africa,0.6
Africa,0.15
Africa,0.125
Africa,0.125
Middle East,0.125
Africa,0.08333333333333333
Africa,0.07407407407407407
Asia,1.0
Asia,1.0
Asia,1.0
Asia,0.05263157894736842
Asia,0.16666666666666666
Asia,2.0
Asia,1.0
Asia,1.0
Asia,0.5
Asia,1.0
Asia,0.3333333333333333
Asia,1.0
Asia,0.2222222222222222
Asia,0.3333333333333333
Asia,0.3333333333333333
Asia,1.0
Asia,2.0
Asia,0.25
Asia,2.0
Asia,0.3333333333333333
Asia,1.0
Asia,0.5
Asia,0.6666666666666666
Asia,2.0
Asia,2.0
Asia,0.5
Asia,0.017543859649122806
Asia,0.5
Asia,0.125
Asia,0.2
Asia,2.0
Asia,2.0
Asia,0.25
Asia,2.0
Asia,1.0
Asia,0.25
Asia,2.0
Asia,1.0
Asia,0.5
Asia,1.0
Asia,0.3333333333333333
Asia,2.0
Asia,0.5
Asia,0.2
Asia,0.5
Asia,0.1
Asia,1.0
Asia,0.6666666666666666
Asia,1.0
Asia,0.16666666666666666
Asia,1.0
Asia,1.0
Asia,1.0
Asia,0.5
Asia,1.0
Asia,1.0
Asia,1.0
Asia,0.5
Asia,1.0
Asia,0.16666666666666666
Asia,0.5
Asia,0.5
Asia,0.5
Asia,0.5
Asia,1.0
Asia,0.1111111111111111
Asia,2.0
Asia,2.0
Asia,1.0
Asia,0.16666666666666666
Asia,0.3333333333333333
Asia,0.1
Asia,0.05405405405405406
Asia,0.047619047619047616
Asia,0.14285714285714285
Asia,0.3333333333333333
Asia,0.16666666666666666
Asia,1.0
Asia,0.1
Asia,0.3333333333333333
Asia,1.0
Asia,1.0
Asia,1.0
Asia,1.0
Asia,0.2
Asia,0.16666666666666666
Asia,1.0
Asia,2.0
Asia,1.0
Asia,0.16666666666666666
Asia,1.0
Asia,0.5
Asia,0.5
Asia,0.3333333333333333
Asia,1.0
Asia,0.5
Asia,0.5
Asia,1.0
Asia,0.3333333333333333
Asia,1.0
Asia,0.6666666666666666
Asia,2.0
Asia,0.5
Asia,0.3333333333333333
Asia,0.5
Asia,1.0
Asia,2.0
Asia,0.4
Africa,0.16666666666666666
Africa,0.06818181818181818
Africa,0.16666666666666666
Africa,0.6
Africa,0.14285714285714285
Africa,0.16666666666666666
Africa,0.25
Africa,0.1111111111111111
Asia,1.6666666666666667
Africa,0.05714285714285714
Africa,0.1111111111111111
Africa,0.06666666666666667
Africa,0.2
Africa,0.04
Africa,0.25
Africa,0.05555555555555555
Africa,0.2
Africa,1.0
Africa,0.3333333333333333
Asia,1.0
Asia,2.0
Asia,1.0
Asia,1.0
Asia,1.0
Asia,0.3333333333333333
Africa,0.3333333333333333
Africa,1.0
Africa,0.06666666666666667
Africa,0.3333333333333333
Asia,2.0
Asia,0.5
Africa,0.13513513513513514
Africa,0.5
Africa,0.1
Africa,0.43478260869565216
Africa,0.16666666666666666
Africa,0.21052631578947367
Africa,1.0
Africa,0.2
Africa,3.0
Africa,0.012048192771084338
Africa,1.0
Africa,0.03496503496503497
Africa,0.022222222222222223
Africa,0.375
Africa,0.03571428571428571
Africa,0.15789473684210525
Africa,0.017241379310344827
Africa,0.18181818181818182
Africa,0.0625
Africa,0.5
Africa,0.16666666666666666
Africa,0.3333333333333333
Africa,0.1
Africa,0.14285714285714285
Africa,0.3333333333333333
Africa,0.16666666666666666
Africa,0.047619047619047616
Africa,0.1
Africa,0.07692307692307693
Asia,2.0
Asia,1.0
Africa,0.05
Asia,2.5
Africa,0.1
Africa,0.25
Africa,1.0
Africa,1.0
Africa,0.125
Africa,0.075
Africa,1.0
Africa,1.0
Africa,0.2
Africa,0.06666666666666667
Africa,2.0
Asia,1.0
Asia,1.0
Africa,0.05263157894736842
Africa,0.5
Africa,0.6666666666666666
Africa,1.0
Asia,1.0
Africa,0.02702702702702703
Africa,0.05
Africa,0.04878048780487805
Africa,0.11428571428571428
Africa,0.037037037037037035
Africa,0.07692307692307693
Africa,0.3333333333333333
Africa,0.07692307692307693
Middle East,0.5
Africa,0.5
Africa,0.05
Africa,1.0
Africa,0.3333333333333333
Africa,0.3333333333333333
Africa,0.3333333333333333
Africa,0.3333333333333333
Africa,1.0
Africa,1.0
Africa,1.0
Africa,1.0
Asia,1.0
Africa,0.25
Asia,2.0
Asia,1.0
Asia,1.0
Asia,0.5
Africa,0.45454545454545453
Asia,4.0
Asia,1.5
Asia,2.0
Africa,1.0
Asia,1.1666666666666667
Asia,1.5
Africa,2.0
Africa,0.25
Africa,1.0
Africa,0.125
Africa,0.16666666666666666
Africa,0.2
Africa,0.2
Africa,1.0
Africa,0.3333333333333333
Africa,1.0
Africa,0.3333333333333333
Africa,0.5
Africa,0.5
Africa,0.08333333333333333
Africa,0.3333333333333333
Africa,1.0
Africa,1.0
Africa,0.125
Africa,0.125
Africa,0.25
Africa,0.3333333333333333
Africa,0.5
Africa,0.2857142857142857
Africa,1.0
Africa,0.5
Africa,1.0
Africa,0.3333333333333333
Africa,0.125
Africa,1.0
Africa,1.0
Africa,0.3333333333333333
Africa,0.5
Africa,0.3333333333333333
Africa,0.3333333333333333
Africa,0.5
Africa,0.4
Africa,1.0
Africa,0.5
Asia,1.0
Africa,0.4444444444444444
Africa,1.0
Asia,1.0
Asia,1.0
Asia,1.0
Africa,0.16666666666666666
Asia,1.0
Asia,4.0
Asia,0.7857142857142857
Africa,1.0
Africa,0.3333333333333333
Asia,0.6666666666666666
Africa,0.07142857142857142
Asia,1.0
Asia,0.5
Africa,0.3333333333333333
Asia,3.0
Asia,1.0
Middle East,0.25
Asia,1.0
Middle East,0.15384615384615385
Middle East,0.18181818181818182
Middle East,0.5
Middle East,0.08333333333333333
Middle East,0.25
Middle East,0.5
Middle East,1.0
Middle East,0.07692307692307693
Middle East,0.3333333333333333
Asia,0.5
Middle East,0.25
Asia,2.0
Asia,2.0
Asia,0.5
Asia,0.15384615384615385
Middle East,0.2
Middle East,1.0
Middle East,0.03636363636363636
Asia,0.5
Africa,0.024390243902439025
Asia,1.0
Africa,0.06666666666666667
Asia,0.5
Asia,1.0
Middle East,0.16666666666666666
Middle East,0.2
Asia,1.0
Middle East,0.5
Middle East,1.0
Middle East,0.125
Middle East,1.0
Africa,0.7857142857142857
Middle East,0.5
Middle East,0.08333333333333333
Africa,5.0
Middle East,0.16666666666666666
Africa,1.0
Asia,2.0
Africa,0.16666666666666666
Asia,2.0
Middle East,0.0625
Middle East,0.1111111111111111
Middle East,1.0
Middle East,1.0
Middle East,3.0
Middle East,0.043478260869565216
Asia,0.6
Middle East,0.25
Middle East,0.2
Asia,1.0
Middle East,0.07142857142857142
Middle East,0.16666666666666666
Middle East,0.2
Asia,1.0
Asia,1.0
Asia,2.0
Asia,1.0
Africa,0.1111111111111111
Asia,2.0
Asia,0.5
Asia,1.0
Asia,1.0
Asia,4.0
Asia,0.5
Africa,1.5
Asia,1.0
Asia,1.0
Asia,2.0
Asia,3.0
Asia,1.0
Africa,0.008771929824561403
Africa,0.5
Africa,0.5
Africa,1.0
Africa,0.125
Africa,1.0
Africa,1.0
Africa,0.2
Africa,0.2
Asia,3.0
Africa,1.0
Africa,1.0
Asia,1.0
Africa,0.5
Africa,0.4
Africa,1.0
Africa,1.0
Asia,1.0
Asia,1.0
Middle East,2.0
Middle East,0.6666666666666666
Middle East,1.0
Middle East,1.0
Africa,0.6
Middle East,0.25
Middle East,1.0
Middle East,0.14285714285714285
Middle East,0.034482758620689655
Middle East,0.2
Middle East,0.25
Middle East,0.25
Middle East,0.5
Middle East,0.75
Middle East,0.5
Middle East,0.6666666666666666
Middle East,0.6666666666666666
Middle East,0.07692307692307693
Middle East,0.3333333333333333
Middle East,1.5
Middle East,0.14285714285714285
Middle East,0.2
Middle East,0.2
Middle East,0.5
Middle East,1.0
Middle East,1.0
Middle East,1.0
Middle East,1.0
Middle East,0.3333333333333333
Middle East,0.5
Middle East,0.14285714285714285
Middle East,1.0
Middle East,0.3333333333333333
Middle East,0.03333333333333333
Middle East,0.3333333333333333
Middle East,0.16666666666666666
Middle East,0.125
Middle East,0.3333333333333333
Middle East,0.2
Middle East,0.13333333333333333
Middle East,0.3333333333333333
Middle East,0.5
Middle East,1.0
Middle East,0.25
Middle East,0.5
Middle East,1.5
Middle East,0.5
Middle East,1.5
Middle East,0.6666666666666666
Middle East,0.2857142857142857
Middle East,1.0
Middle East,0.5
Middle East,1.0
Asia,1.0
Africa,1.0
Africa,0.3333333333333333
Africa,0.25
Africa,0.3333333333333333
Asia,0.3333333333333333
Asia,1.0
Asia,1.0
Asia,1.0
Middle East,0.3333333333333333
Middle East,1.0
Africa,1.0
Africa,1.0
Africa,0.3333333333333333
Africa,0.3333333333333333
Africa,0.07407407407407407
Africa,0.15384615384615385
Africa,0.2857142857142857
Africa,0.14285714285714285
Africa,0.125
Africa,1.0
Africa,0.3333333333333333
Africa,0.4
Africa,1.0
Africa,0.16666666666666666
Africa,0.2857142857142857
Africa,0.2857142857142857
Africa,1.0
Africa,0.2222222222222222
Africa,0.2857142857142857
Africa,0.2857142857142857
Africa,2.0
Africa,0.047619047619047616
Africa,0.75
Africa,1.5
Africa,0.3333333333333333
Africa,0.5
Africa,1.0
Africa,0.5
Africa,0.16666666666666666
Africa,0.23076923076923078
Africa,0.375
Africa,0.3333333333333333
Africa,0.42857142857142855
Africa,0.025
Africa,0.5
Africa,0.14285714285714285
Africa,0.11764705882352941
Africa,0.5
Africa,0.06818181818181818
Africa,1.0
Africa,1.0
Africa,0.3333333333333333
Africa,0.5
Africa,1.0
Africa,0.1
Africa,1.0
Africa,0.125
Africa,0.5
Africa,0.16666666666666666
Africa,0.5
Africa,0.5
Middle East,0.25
Middle East,0.041666666666666664
Middle East,0.09090909090909091
Middle East,0.3333333333333333
Middle East,0.3333333333333333
Africa,0.1
Africa,0.3333333333333333
Africa,2.0
Africa,1.0
Africa,1.0
Africa,1.0
Africa,0.5
Africa,1.0
Africa,0.5
Asia,0.5
Africa,0.5
Africa,0.2
Asia,0.16666666666666666
Africa,1.0
Middle East,0.08333333333333333
Middle East,0.25
Middle East,0.3333333333333333
Middle East,0.25
Middle East,0.1111111111111111
Africa,0.75
Middle East,1.0
Middle East,1.0
Middle East,0.2
Middle East,0.2
Middle East,0.3333333333333333
Middle East,2.0
Middle East,0.125
Middle East,0.08695652173913043
Middle East,0.2
Middle East,0.023809523809523808
Middle East,1.0
Middle East,1.0
Middle East,1.0
Middle East,0.5
Middle East,0.5
Middle East,0.5
Middle East,0.5
Middle East,0.25
Middle East,1.0
Middle East,0.06666666666666667
Middle East,0.2
Africa,0.005747126436781609
Middle East,1.0
Middle East,0.2
Middle East,0.3333333333333333
Middle East,0.07142857142857142
Middle East,0.1
Africa,0.024390243902439025
Middle East,0.3333333333333333
Middle East,0.5
Middle East,0.3333333333333333
Middle East,0.1111111111111111
Africa,0.016129032258064516
Africa,0.017857142857142856
Asia,1.0
Africa,0.125
Africa,0.030303030303030304
Africa,0.045454545454545456
Asia,1.0
Asia,1.0
Africa,0.058823529411764705
Africa,0.14285714285714285
Africa,0.5
Africa,0.1
Africa,0.1111111111111111
Africa,1.0
Africa,0.0625
Africa,0.006097560975609756
Asia,1.0
Asia,1.0
Asia,1.0
Africa,0.3333333333333333
Africa,0.1
Africa,0.3333333333333333
Africa,0.25
Africa,0.029411764705882353
Africa,0.1
Africa,0.5
Africa,1.0
Africa,0.14285714285714285
Africa,1.0
Africa,0.5
Middle East,1.0
Middle East,0.2
Middle East,1.0
Middle East,0.02631578947368421
Middle East,0.2
Middle East,0.14285714285714285
Middle East,0.0625
Middle East,0.1111111111111111
Middle East,0.25
Middle East,0.125
Middle East,0.5
Middle East,0.5
Middle East,1.0
Middle East,1.0
Middle East,0.5
Middle East,0.5
Middle East,0.5
Middle East,0.3333333333333333
Middle East,1.0
Middle East,0.05
Middle East,0.015384615384615385
Middle East,0.15384615384615385
Middle East,0.125
Middle East,0.14285714285714285
Middle East,0.06666666666666667
Middle East,1.0
Middle East,0.5
Middle East,0.14285714285714285
Middle East,0.3333333333333333
Middle East,0.5
Middle East,0.1111111111111111
Africa,0.25
Middle East,0.5
Middle East,0.25
Middle East,0.07142857142857142
Middle East,0.06666666666666667
Middle East,0.5
Middle East,0.1
Middle East,0.2
Middle East,0.2
Middle East,1.0
Middle East,0.1
Middle East,0.25
Middle East,0.5
Middle East,0.25
Middle East,0.07692307692307693
Middle East,0.11538461538461539
Middle East,0.14285714285714285
Middle East,0.25
Middle East,0.3333333333333333
Middle East,0.5
Asia,1.0
Asia,1.0
Middle East,0.25
Middle East,0.5
Middle East,0.1111111111111111
Asia,1.0
Africa,0.1111111111111111
Asia,0.5
Africa,0.3333333333333333
Middle East,0.14285714285714285
Asia,1.0
Middle East,0.1276595744680851
Asia,1.0
Asia,1.0
Africa,0.25
Africa,0.16666666666666666
Middle East,1.0
Middle East,1.0
Middle East,0.2
Middle East,0.25
Middle East,0.5
Middle East,0.07692307692307693
Middle East,2.0
Middle East,1.0
Middle East,3.0
Middle East,1.0
Middle East,1.0
Middle East,0.3333333333333333
Africa,0.5555555555555556
Africa,0.5454545454545454
Africa,0.625
Africa,0.2857142857142857
Africa,3.5
Africa,0.42857142857142855
Africa,1.0
Africa,0.5
Africa,1.0
Africa,1.0
Africa,0.3333333333333333
Africa,0.5
Africa,2.0
Africa,1.3333333333333333
Africa,0.75
Middle East,0.030303030303030304
Africa,0.6
Africa,0.25
Africa,2.5
Africa,1.6666666666666667
Africa,1.6666666666666667
Africa,2.0
Africa,0.29508196721311475
Africa,1.2
Middle East,0.2
Middle East,0.038461538461538464
Middle East,0.1
Middle East,0.18181818181818182
Middle East,0.5
Middle East,0.5
Middle East,0.0425531914893617
Middle East,0.1
Middle East,1.0
Middle East,0.25
Middle East,0.2
Middle East,0.5
Middle East,0.0625
Middle East,0.25
Middle East,0.25
Middle East,0.25
Middle East,0.25
Middle East,0.07142857142857142
Middle East,0.14285714285714285
Middle East,0.11764705882352941
Middle East,0.25
Middle East,0.5
Middle East,0.3333333333333333
Middle East,0.5
Middle East,0.5
Middle East,0.2
Middle East,0.3333333333333333
Middle East,0.14285714285714285
Middle East,0.3333333333333333
Middle East,1.0
Middle East,0.5
Middle East,0.16666666666666666
Middle East,0.4
Middle East,0.3333333333333333
Middle East,0.03571428571428571
Middle East,0.2
Middle East,0.25
Middle East,0.1111111111111111
Middle East,0.09090909090909091
Middle East,0.16666666666666666
Middle East,0.2
Middle East,0.2
Middle East,0.05555555555555555
Middle East,0.0625
Middle East,0.07692307692307693
Middle East,0.25
Middle East,1.0
Middle East,0.3333333333333333
Asia,0.5
Asia,1.0
Asia,0.125
Asia,0.05
Asia,0.14285714285714285
Middle East,0.5
Middle East,0.2
Middle East,0.07142857142857142
Middle East,0.046511627906976744
Middle East,0.05555555555555555
Middle East,0.16666666666666666
Middle East,0.5
Middle East,0.3333333333333333
Middle East,0.3333333333333333
Middle East,1.0
Middle East,1.0
Asia,0.25
Middle East,0.03333333333333333
Middle East,0.25
Middle East,0.03333333333333333
Middle East,0.07407407407407407
Middle East,0.1
Middle East,0.1111111111111111
Middle East,0.5
Middle East,0.038461538461538464
Middle East,0.3333333333333333
Middle East,0.1111111111111111
Middle East,0.0273972602739726
Middle East,1.0
Middle East,0.14285714285714285
Middle East,0.14285714285714285
Middle East,0.07142857142857142
Middle East,0.5
Middle East,0.4
Middle East,0.3333333333333333
Middle East,1.0
Africa,1.0
Middle East,0.06666666666666667
Middle East,0.14285714285714285
Middle East,0.2
Africa,0.5
Africa,0.015873015873015872
Middle East,0.3333333333333333
Africa,0.00125
Middle East,0.3076923076923077
Asia,0.15384615384615385
Middle East,0.06382978723404255
Africa,0.5
Africa,0.2
Middle East,0.1111111111111111
Middle East,0.05263157894736842
Asia,1.0
Middle East,0.16666666666666666
Africa,1.0
Asia,0.5
Middle East,0.25
Middle East,0.25
Africa,0.5
Middle East,0.0392156862745098
Middle East,0.08333333333333333
Middle East,0.2
Middle East,0.5
Africa,0.21739130434782608
Asia,0.5
Asia,0.5
Asia,1.0
Asia,2.0
Africa,0.058823529411764705
Africa,0.3333333333333333
Africa,0.037037037037037035
Middle East,0.125
Middle East,0.16666666666666666
Middle East,0.16666666666666666
Middle East,0.2
Middle East,1.0
Middle East,0.3333333333333333
Africa,0.5
Africa,0.005
Middle East,0.25
Middle East,0.5
Middle East,0.09090909090909091
Middle East,0.1
Middle East,0.5
Middle East,0.5
Africa,0.05
Middle East,0.07692307692307693
Middle East,0.25
Middle East,1.0
Africa,0.06666666666666667
Asia,1.0
Asia,0.5
Asia,2.0
Middle East,0.08333333333333333
Asia,0.020833333333333332
Middle East,0.06666666666666667
Middle East,0.25
Middle East,1.0
Asia,1.0
Asia,1.0
Africa,0.005
Africa,0.14285714285714285
Middle East,0.022727272727272728
Middle East,0.08333333333333333
Middle East,1.0
Middle East,0.0625
Middle East,0.16666666666666666
Middle East,0.07142857142857142
Middle East,0.029411764705882353
Middle East,0.14285714285714285
Middle East,0.10526315789473684
Middle East,0.2857142857142857
Middle East,0.2
Middle East,0.3333333333333333
Middle East,0.25
Middle East,0.5
Middle East,0.14285714285714285
Middle East,0.25
Middle East,0.25
Middle East,1.0
Middle East,0.14285714285714285
Middle East,0.5
Middle East,0.024390243902439025
Middle East,0.07142857142857142
Middle East,0.3333333333333333
Middle East,0.3333333333333333
Africa,0.017857142857142856
Africa,1.0
Middle East,0.07692307692307693
Middle East,0.1111111111111111
Middle East,0.14285714285714285
Middle East,0.2
Africa,0.5
Middle East,0.25
Middle East,0.16666666666666666
Middle East,0.3333333333333333
Middle East,0.16666666666666666
Asia,4.0
Middle East,0.5
Middle East,0.25
Africa,0.2
Asia,0.16666666666666666
Africa,0.18181818181818182
Middle East,0.25
Middle East,0.5
Middle East,0.125
Africa,0.5
Middle East,0.3333333333333333
Africa,0.5
Africa,0.041666666666666664
Asia,0.17647058823529413
Middle East,0.05555555555555555
Middle East,0.3333333333333333
Middle East,0.25
Africa,0.25
Africa,0.5714285714285714
Africa,0.09090909090909091
Africa,0.5
Middle East,0.125
Middle East,1.0
Africa,0.1
Middle East,0.3333333333333333
Asia,1.0
Africa,0.16666666666666666
Middle East,0.5
Middle East,0.5
Middle East,0.125
Africa,0.3333333333333333
Middle East,0.08333333333333333
Middle East,0.25
Middle East,0.0625
Asia,0.3333333333333333
Asia,0.2727272727272727
Africa,0.25
Africa,0.3333333333333333
Asia,1.0
Middle East,0.1111111111111111
Africa,1.0
Africa,0.25
Middle East,0.09523809523809523
Africa,1.0
Africa,1.0
Middle East,0.3333333333333333
Middle East,0.3333333333333333
Africa,1.0
Middle East,0.027777777777777776
Middle East,0.03125
Africa,0.1
Middle East,0.1
Middle East,0.08695652173913043
Africa,1.0
Middle East,0.2
Africa,0.5
Africa,0.013333333333333334
Africa,0.06666666666666667
Africa,0.04
Africa,0.1
Africa,1.0
Africa,1.0
Africa,1.0
Africa,0.4
Africa,0.03225806451612903
Africa,0.3333333333333333
Africa,0.3333333333333333
Africa,1.0
Africa,0.25
Africa,1.0
