,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
civilian_deaths,170.0,34.0,27.0,298.0,193.0,234.0,49.0,4.0,38.0,164.0,0.0,5.0,4.0,3.0,0.0,28.0,167.0,570.0,220.0,4.0,10.0,0.0,0.0,0.0,0.0,6.0,119.0,5.0
total_deaths,220.0,686.0,95.0,1197.0,313.0,526.0,53.0,4.0,135.0,195.0,394.0,1070.0,230.0,298.0,37.0,78.0,267.0,1956.0,431.0,994.0,135.0,4.0,0.0,0.0,0.0,6.0,394.0,26.0
event_count,4.0,19.0,6.0,32.0,15.0,18.0,17.0,3.0,8.0,9.0,12.0,14.0,6.0,10.0,4.0,9.0,8.0,62.0,19.0,15.0,12.0,1.0,0.0,0.0,0.0,1.0,28.0,7.0
GBP,1433686309.83641,1738605558.05436,1877138041.64308,1881847676.80752,1463251055.40068,1179837954.72193,1445919969.89272,1607345450.0457802,1544689502.82472,1744794457.276,1534673583.2487,1385058161.7674599,1709347793.32873,1987622279.11463,2736666515.8294,4414929219.99649,6646663561.2656,7422102655.98832,8638711442.7705,10351932604.4154,9253484108.49701,10657705536.4978,12156380425.0825,12368071038.7362,12949854262.8127,13922223233.5184,10888798113.7866,9600761473.78738
