,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
civilian_deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.0,390.0,35.0
total_deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4398.0,1304.0,255.0
event_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,252.0,123.0
GBP,82709161099.1244,81456918678.5008,77464561149.5103,73942235330.437,65648559903.0571,52549555149.1978,48213868178.0873,44558077827.135,50150399791.647,41883241471.7365,31580639045.454,31261527363.143997,38009344576.6088,42392896031.2394,50132953288.202995,64883060725.7003,86142018069.3504,107753069306.931,142719009900.99,179992405832.321,117227769791.56,136013155905.036,163159671670.265,175781379051.433,183310146378.08102,133503411375.739,91030959454.6961,93270479388.5243
