,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
civilian_deaths,297.0,191.0,212.0,32.0,761.0,304.0,56.0,1.0,45.0,214.0,464.0,258.0,1038.0,97.0,59.0,12.0,3.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
total_deaths,2873.0,2609.0,526.0,2328.0,12398.0,4009.0,215.0,75.0,95.0,1200.0,2665.0,1206.0,2154.0,578.0,81.0,49.0,11.0,0.0,26.0,4.0,25.0,7.0,1.0,0.0,2.0,0.0,1.0,14.0
event_count,258.0,181.0,18.0,34.0,220.0,319.0,74.0,26.0,30.0,108.0,243.0,129.0,121.0,62.0,34.0,12.0,7.0,2.0,22.0,9.0,9.0,3.0,2.0,0.0,1.0,4.0,2.0,8.0
GBP,10026737967.9144,10026737967.9144,12118610904.2251,5684291718.77106,5278182970.79618,4059352153.0536795,5039552482.42778,7526446605.51712,7648377412.83277,6445041824.66621,6152922942.98032,9129594818.60749,8936063723.20121,12497346669.6684,14188949190.618,19640848728.8937,28233712830.9035,41789478661.3096,60448921272.2326,84178032716.0971,75492384801.3695,82470913120.7314,104115923082.737,115398371427.673,124912063308.202,126776874216.703,102962245246.70801,89633156470.3104
