,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
civilian_deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,21.0
total_deaths,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,91.0,31.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,115.0
event_count,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,17.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,26.0
GBP,95344459279.0387,117630271802.48,132223268484.752,137087876662.752,132967901424.38199,135174886501.23401,143343036351.096,158662398750.805,165963557420.458,146775498092.612,161716960000.0,189514926222.667,184137469724.863,189605920240.51602,215807655244.42398,258742133333.333,328459608764.111,376900133511.34796,415964509673.115,519796800000.0,429097866666.66705,528207200000.0,671238840108.229,735974843348.6641,746647127407.619,756350347320.381,654269902888.715,646438380568.715
