,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
civilian_deaths,0.0,0.0,10.0,1.0,5.0,11.0,1344.0,2185.0,812.0,825.0,628.0,714.0,303.0,617.0,369.0,259.0,114.0,50.0,23.0,26.0,0.0,0.0,0.0,0.0,9.0,1.0,71.0,6.0
total_deaths,0.0,7.0,278.0,61.0,5.0,56.0,1547.0,2673.0,1573.0,1398.0,1012.0,2071.0,1253.0,1576.0,1245.0,679.0,378.0,185.0,79.0,220.0,0.0,0.0,0.0,9.0,9.0,50.0,213.0,13.0
event_count,0.0,1.0,10.0,3.0,5.0,24.0,90.0,83.0,88.0,75.0,93.0,188.0,115.0,193.0,149.0,81.0,90.0,53.0,25.0,22.0,0.0,0.0,0.0,1.0,1.0,3.0,23.0,13.0
GBP,1113924130.41149,1132101252.5181699,1167398478.3459,1083037670.60484,938632612.026359,925030590.1536831,1000428393.8852801,869033856.317093,972896267.915425,893770806.077641,808077223.365746,870486065.883137,876794723.068586,825394490.159111,784654423.620476,915257323.3961,1117257279.46188,1273180597.0271099,1356078278.18821,1611634331.64869,1739781488.7457,2026864469.3638802,2355652125.85184,2472384906.99794,2714505634.52629,3093647226.8107,3097324739.8493,3007029030.3997602
