,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,total
civilian_deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
total_deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,174.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0
event_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
GBP,0.0,2674000000.0,2570833333.33333,2316562500.0,2028295454.54545,1681006993.00699,1661018518.5185199,1827570586.1678398,1767864035.71943,1645963749.83146,1249062025.13805,1369693171.43504,1525112241.84376,1605640633.42189,1919012780.9708602,2211535311.62834,2460248026.17783,2834168889.42019,3802566170.8154297,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.410629,7335027591.91628,7468096566.711579,6678178340.45121,6551287937.62632,
