,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,total
civilian_deaths,1.0,3.0,9.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,217.0
total_deaths,17.0,19.0,44.0,23.0,12.0,11.0,13.0,4.0,12.0,7.0,0.0,20.0,13.0,5.0,3.0,191.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,400.0
event_count,12.0,10.0,22.0,15.0,6.0,9.0,10.0,4.0,11.0,6.0,0.0,15.0,12.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,144.0
GBP,413630538018.271,535101248775.71,575598537069.656,629202392003.901,523649481762.322,529121577319.58795,612939685081.398,640998292394.588,588692045454.545,617041986858.225,633194118900.49,595402616546.895,625975838926.175,705145868624.13,906853273137.698,1069555500372.49,1157276458151.97,1264551499184.54,1479341637010.68,1634989014208.29,1499074742984.16,1431587612302.26,1488017213511.01,1335945712662.3,1361775869855.87,1375856057716.82,1192955480686.43,1232088185030.31,
