,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,total
civilian_deaths,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
total_deaths,6.0,60.0,74.0,129.0,33.0,39.0,17.0,0.0,11.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,446.0
event_count,1.0,1.0,7.0,10.0,8.0,3.0,3.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0
GBP,409220087.102818,452328087.28287596,462421998.525779,478058304.87111795,466048469.22985995,491689220.744875,497723960.589913,494004647.73437,502675542.00122696,514267869.300758,536080148.09729904,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.7775049,708633194.726566,768873684.032838,847918929.107984,999105339.2677289,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,1455000000.0,1588000000.0,1727000000.0,0.0,
