,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,total
civilian_deaths,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
total_deaths,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,505.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0
event_count,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
GBP,213143016.443434,243961995.509711,257150573.21574703,226313492.713567,236880813.82176498,235619994.75907403,253966919.939838,270419779.418107,268551010.941186,206457553.397101,224446652.14622003,370173851.946119,392278168.19989705,415843481.998691,476388260.63923204,531109356.165462,586791883.717707,591829908.4262639,695606288.605845,864136712.9866481,825828703.628208,846332456.382994,1105497854.7939801,995582062.3430179,1026664188.52724,1109007299.94033,1056776896.92865,1126122707.91534,
