,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
civilian_deaths,6.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,149.0,295.0,345.0,327.0,181.0,126.0,141.0,133.0,131.0,64.0,42.0,33.0,30.0
total_deaths,203.0,20.0,2.0,0.0,1.0,1.0,12.0,1.0,7.0,12.0,1.0,8.0,25.0,23.0,26.0,310.0,494.0,541.0,518.0,328.0,258.0,218.0,277.0,242.0,249.0,100.0,80.0,67.0
event_count,5.0,4.0,1.0,1.0,2.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,16.0,126.0,434.0,445.0,367.0,224.0,169.0,155.0,177.0,140.0,136.0,71.0,54.0,47.0
GBP,72250877410.3183,85343063965.9182,98234695722.0341,111452869378.467,128889832382.81801,146683499005.964,169278552851.272,183035154107.494,150180268649.388,113675706127.265,126668932159.50801,126392308497.74901,120296746256.631,134300851255.002,152280653543.725,172895476152.59198,189318499954.00302,221758486880.31302,262942650543.77103,291383081231.82,281710095724.761,341105009515.333,370818747396.83295,397559992407.45,420528737876.71704,406521561093.35706,399234547137.47205,406839679301.943
