,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
civilian_deaths,2.0,7.0,2.0,0.0,0.0,14.0,26.0,12.0,3.0,26.0,25.0,0.0,6.0,23.0,117.0,92.0,27.0,29.0,182.0,597.0,444.0,1000.0,402.0,415.0,870.0,440.0,295.0,343.0
total_deaths,114.0,385.0,61.0,72.0,48.0,139.0,127.0,59.0,78.0,69.0,25.0,1.0,26.0,54.0,241.0,430.0,153.0,427.0,1366.0,4620.0,7460.0,7226.0,3474.0,3540.0,2902.0,3604.0,2387.0,1034.0
event_count,20.0,44.0,9.0,5.0,7.0,33.0,22.0,19.0,14.0,18.0,2.0,1.0,2.0,16.0,78.0,62.0,47.0,46.0,210.0,664.0,883.0,962.0,594.0,643.0,326.0,409.0,254.0,138.0
GBP,40171019643.3511,40010424928.715,45451960731.7204,48635176852.7673,51478304859.5879,51894781281.8919,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,73952374969.7995,72309738921.3329,72306820396.2325,83244801092.7096,97977766197.6724,109502102510.88301,137264061106.04301,152385716311.916,170077814106.305,168152775283.03198,177406854514.885,213587413183.996,224383620829.57,231218567178.97897,244360888750.807,271049886672.733,283659980698.255
