,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
civilian_deaths,80.0,24.0,1.0,17.0,20.0,58.0,22.0,66.0,24.0,1.0,0.0,14.0,116.0,350.0,238.0,113.0,80.0,132.0,59.0,128.0,306.0,10.0,21.0,9.0,0.0,310.0,8.0,6.0
total_deaths,93.0,43.0,47.0,72.0,88.0,116.0,77.0,132.0,25.0,6.0,2.0,108.0,355.0,887.0,471.0,514.0,211.0,664.0,538.0,735.0,706.0,64.0,73.0,73.0,8.0,1682.0,15.0,11.0
event_count,58.0,37.0,37.0,55.0,61.0,52.0,23.0,25.0,5.0,4.0,2.0,59.0,179.0,374.0,154.0,268.0,117.0,259.0,239.0,154.0,140.0,36.0,35.0,30.0,7.0,309.0,11.0,8.0
GBP,44599771759.5491,52490327348.4773,59170286560.4844,65771216420.6417,65925583866.2945,74669719504.5,99968784246.0067,109774101575.96301,114543978662.956,115838004263.04599,117212358383.45801,132396684080.151,130751599020.377,121092701253.746,126749741990.73401,135418563141.455,142837533703.233,154511423313.434,179564275455.807,216760312151.61603,208068814688.605,233754747258.625,261374751963.332,257641795689.722,293314777888.557,308769389865.56396,299415714726.768,318743685882.414
