,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,total
civilian_deaths,0.0,4.0,0.0,2.0,10.0,20.0,53.0,75.0,81.0,5.0,0.0,0.0,0.0,0.0,0.0,34.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,230.0,34.0,641.0
total_deaths,0.0,4.0,0.0,13.0,108.0,162.0,233.0,149.0,143.0,29.0,4.0,5.0,0.0,0.0,0.0,35.0,124.0,2.0,0.0,2.0,1.0,1.0,31.0,75.0,130.0,249.0,974.0,301.0,2775.0
event_count,0.0,2.0,0.0,5.0,43.0,76.0,118.0,75.0,34.0,10.0,2.0,4.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,45.0,45.0,57.0,32.0,568.0
GBP,39648442534.0768,43130416913.4141,36970555898.9698,41855986519.4235,46578631452.58099,51897983392.6453,60159245060.4542,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,97632008709.85301,87850683978.6691,82924503942.6381,78845185293.4964,89685725230.2517,107484034870.974,130478960092.49901,162818181818.182,188982374700.805,218888324504.75302,236001858960.015,279372758361.832,288586231501.877,305529656458.438,332698041030.807,336296921758.782,
