,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
civilian_deaths,0.0,0.0,0.0,4.0,91.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0
total_deaths,0.0,31.0,44.0,4.0,153.0,16.0,17.0,34.0,33.0,13.0,19.0,40.0,112.0,0.0,2.0,0.0,29.0,52.0,72.0,117.0,158.0,96.0,206.0,17.0,11.0,2.0,4.0,18.0
event_count,0.0,14.0,3.0,2.0,17.0,2.0,3.0,4.0,12.0,5.0,6.0,18.0,14.0,0.0,1.0,0.0,8.0,20.0,22.0,19.0,14.0,11.0,13.0,5.0,4.0,1.0,1.0,4.0
GBP,120496362916.372,124813263926.37401,0.0,0.0,63743623232.012,71841461172.5964,96419225743.6737,120403931885.441,113919163421.155,110276913362.50801,113848450088.351,109591707802.216,126878750295.944,128626917503.72,153544751395.43,183697185041.72,219845971945.26398,258645743978.38602,337474485087.271,397189565318.895,398978104575.331,467790215915.476,592037800186.865,587209369682.67,511620875086.78,425326068422.88104,393436064441.692,0.0
