,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
civilian_deaths,0.0,125.0,176.0,77.0,0.0,596.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,2.0,1.0,24.0,51.0,3.0,17.0,12.0
total_deaths,0.0,328.0,188.0,77.0,0.0,729.0,2.0,0.0,22.0,0.0,59.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,39.0,113.0,127.0,28.0,19.0,359.0,874.0,291.0,241.0,187.0
event_count,0.0,14.0,5.0,5.0,1.0,41.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,10.0,9.0,2.0,3.0,43.0,83.0,30.0,50.0,55.0
GBP,2181821902.43953,2681912030.4938397,2724131545.16958,2830673388.82429,2818280876.07615,2081846482.7477102,2706425298.3681803,2780422212.26995,2697105694.0795603,2920358586.75234,3439463140.35541,2954129565.82965,3465305993.47783,3889758023.73699,4703504466.53245,5444474268.424911,6245031690.06808,6899799785.8441,8145694631.88354,9750822511.47988,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,12813248724.7996,14004067516.3577,12746688961.7795,14045098237.596
