,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,total
civilian_deaths,170.0,200.0,0.0,1.0,0.0,1.0,33.0,1.0,1.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,168.0,25.0,780.0
total_deaths,170.0,200.0,40.0,29.0,6.0,50.0,67.0,14.0,81.0,147.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,98.0,56.0,0.0,0.0,0.0,1.0,31.0,0.0,491.0,299.0,1784.0
event_count,1.0,2.0,9.0,11.0,1.0,11.0,7.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,1.0,6.0,0.0,41.0,18.0,156.0
GBP,2179567111.0004,2480673304.7430897,2327986215.86356,2344987614.2744102,1606581743.7849698,1563207224.65066,1880803361.6856198,1987770898.5433397,1845599608.44272,2076737356.6789699,2018193703.0604699,1798374468.3636198,1945327564.65042,2170481508.86916,2731416346.4815803,3052898739.4678,3405134831.8505,3646728060.0646296,4291363390.91295,5403363917.3096,5397121856.35204,5718589799.24366,6409169889.50891,6942209594.55433,7667951987.6933,8245312136.56543,7142951342.4223,7508986509.27487,
